"","Family","Genus","Species","sci_name","nutrient_data","ctmax_estimate","gl_fish","SpecCode","SpeciesRefNo","FBname","Fresh","Brack","Saltwater","LongevityWild","Vulnerability","Length","LTypeMaxM","CommonLength","LTypeComM","Weight","Importance","DietTroph","DietSeTroph","DietRemark","FoodTroph","FoodSeTroph","FoodRemark","TLinfinity_mean","K_mean","TLinfinity_sd","K_sd"
"287","Zaproridae","Zaprora","silenus","Zaprora silenus","Y",NA,NA,3819,2850,"Prowfish",0,0,1,9,53.88,88,"TL",42.9000015258789,"TL",7000,"subsistence fisheries",3.71,0.131,"Troph of juv./adults from 2 studies.",3.48,0.42,"Trophic level estimated from a number of food items using a randomized resampling routine.",105.05,0.1355,22.2738636073762,0.0643467170879758
"288","Osmeridae","Hypomesus","pretiosus","Hypomesus pretiosus","Y",NA,NA,255,33312,"Surf smelt",0,1,1,5,20.5,30.5,"TL",15,"TL",NA,"commercial",NA,NA,NA,3.4300000667572,0.4134,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"289","Hexagrammidae","Pleurogrammus","monopterygius","Pleurogrammus monopterygius","Y",NA,NA,4037,2850,"Atka mackerel",0,0,1,15,30.03,56.5,"TL",NA,NA,2000,"commercial",3.38,NA,"Troph of adults from 1 study.",3.64,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.461248666666667,NA,0.190988796487672
"290","Trichiuridae","Aphanopus","carbo","Aphanopus carbo","Y",NA,NA,646,6181,"Black scabbardfish",0,0,1,NA,64.37,151,"TL",70,"SL",NA,"highly commercial",NA,NA,NA,4.48,0.77,"Trophic level estimated from a number of food items using a randomized resampling routine.",137.899998571429,0.17609,8.20853336473784,0.0650176388887405
"291","Engraulidae","Stolephorus","tri","Stolephorus tri","Y",NA,NA,577,9822,"Spined anchovy",0,1,1,NA,10,9.5,"SL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,16.83908,1.275,0.243824560288744,0.0353553390593274
"292","Sparidae","Pagellus","bogaraveo","Pagellus bogaraveo","Y",NA,NA,890,3688,"Blackspot seabream",0,0,1,15,63.82,70,"SL",30,"SL",4000,"commercial",4.21,0.55,"Troph of juv./adults from 1 study.",3.73,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.140318333333333,NA,0.0397254170007358
"293","Mastacembelidae","Macrognathus","pancalus","Macrognathus pancalus","Y",NA,NA,10147,4833,"Barred spiny eel",1,1,0,NA,10.1,18.8999996185303,"TL",NA,NA,34.5200004577637,"minor commercial",NA,NA,NA,3.52,0.51,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,1.1375,NA,0.385217934606967
"294","Lutjanidae","Lutjanus","argentimaculatus","Lutjanus argentimaculatus","Y",NA,NA,1407,55,"Mangrove red snapper",1,1,1,31,59.54,150,"TL",80,"TL",8700,"commercial",3.58,0.49,"Troph of juv./adults from 1 study.",3.85,0.64,"Trophic level estimated from a number of food items using a randomized resampling routine.",85.19,0.1885,28.015570670611,0.00212132034355964
"295","Carangidae","Trachinotus","blochii","Trachinotus blochii","Y",NA,NA,1963,7300,"Snubnose pompano",0,1,1,NA,73.26,110,"FL",40,"TL",3400,"minor commercial",NA,NA,NA,3.77,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"296","Cynoglossidae","Cynoglossus","arel","Cynoglossus arel","Y",NA,NA,7523,559,"Largescale tonguesole",0,1,1,NA,37.14,40,"TL",30,"TL",NA,"commercial",3.46,0.098,"Troph of adults from 6 studies.",3.25999999046326,0.4638,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.493666666666667,NA,0.347922213528637
"297","Salmonidae","Coregonus","albula","Coregonus albula","Y",NA,NA,231,4779,"Vendace",1,1,1,10,35.14,48,"TL",20,"TL",1000,"commercial",3.06,0.2,"Troph of juv./adults.",3.05999994277954,0.17,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.443312,NA,0.250063140917878
"298","Myctophidae","Benthosema","pterotum","Benthosema pterotum","Y",NA,NA,10238,4066,"Skinnycheek lanternfish",0,0,1,NA,10,7,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,3.14,0.27,"Trophic level estimated from a number of food items using a randomized resampling routine.",6.8,1.81,NA,NA
"299",NA,"Equulites","elongatus","Equulites elongatus","Y",NA,NA,69025,120651,"Elongate ponyfish",0,0,1,NA,10,8.10000038146973,"SL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Clupeidae","Dussumieria","elopsoides","Dussumieria elopsoides","Y",NA,NA,1454,188,"Slender rainbow sardine",0,0,1,NA,24.38,20,"SL",NA,NA,NA,"minor commercial",NA,NA,NA,3.52,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",26.47059,0.55,NA,NA
"301","Carangidae","Megalaspis","cordyla","Megalaspis cordyla","Y",NA,NA,384,7300,"Torpedo scad",0,1,1,5,29.48,80,"TL",45,"TL",4000,"highly commercial",NA,NA,NA,3.93,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.680066666666667,NA,0.378162940442092
"302","Sparidae","Dentex","dentex","Dentex dentex","Y",NA,NA,439,3688,"Common dentex",0,0,1,NA,66.3,100,"TL",50,"TL",14250,"commercial",4.53,0.41,"Troph of juv./adults from 2 studies.",4.5,0.6,"Trophic level estimated from a number of food items using a randomized resampling routine.",87.75,0.0994025,7.18922805313616,0.0236120802919668
"303","Sparidae","Sarpa","salpa","Sarpa salpa","Y","Y",NA,204,3688,"Salema",0,1,1,NA,41.17,51,"SL",30,"SL",NA,"commercial",2,0,"Troph of juv./adults from 2 studies.",2.14,0.14,"Trophic level estimated from a number of food items using a randomized resampling routine.",43.6,0.234218,5.4793065254647,0.0355903248088578
"304","Sillaginidae","Sillaginopsis","panijus","Sillaginopsis panijus","Y",NA,NA,402,6205,"Flathead sillago",1,1,1,NA,34,44,"TL",25,"TL",NA,"commercial",NA,NA,NA,3.27,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",153,0.054,NA,NA
"305","Nototheniidae","Dissostichus","mawsoni","Dissostichus mawsoni","Y",NA,NA,7039,5179,"Antarctic toothfish",0,0,1,39,80.67,200,"TL",127.300003051758,"TL",80000,"minor commercial",NA,NA,NA,3.94,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.08292,NA,0.0152784815999496
"306","Nototheniidae","Lepidonotothen","squamifrons","Lepidonotothen squamifrons","Y","Y",NA,7045,5179,"Grey rockcod",0,0,1,19,67.49,55,"TL",35,"TL",NA,"minor commercial",NA,NA,NA,3.49,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.1159,NA,0.0245306012971554
"307","Nototheniidae","Pagothenia","borchgrevinki","Pagothenia borchgrevinki","Y","Y",NA,7049,5179,"Bald notothen",0,0,1,NA,52.22,28,"TL",NA,NA,NA,"of no interest",NA,NA,NA,3.22,0.34,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.105,NA,0.0494974746830583
"308","Mugilidae","Liza","aurata","Liza aurata","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Clupeidae","Clupeonella","cultriventris","Clupeonella cultriventris","Y",NA,NA,1470,188,"Black and Caspian Sea sprat",1,1,1,5,35.26,14.5,"TL",10,"SL",NA,"highly commercial",3,0,"Troph of juv./adults from 1 study.",3.03,0.08,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.429066,NA,0.427758777560438
"310","Pleuronectidae","Hippoglossus","hippoglossus","Hippoglossus hippoglossus","Y",NA,NA,1371,122998,"Atlantic halibut",0,0,1,50,88.08,470,"TL",NA,NA,320000,"commercial",4,0.454,"Troph of juv./adults from 4 studies.",4.28,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",218.125,0.0803375,57.4790334445029,0.0607622753617971
"311","Sciaenidae","Sciaena","umbra","Sciaena umbra","Y",NA,NA,1707,3593,"Brown meagre",0,1,1,21,46.02,70,"TL",28,"TL",NA,"commercial",3.75,0.5,"Troph of juv./adults from 1 study.",3.83,0.63,"Trophic level estimated from a number of food items using a randomized resampling routine.",51.61625,0.16883125,7.95339987947652,0.0634184455901548
"312","Bagridae","Mystus","cavasius","Mystus cavasius","Y",NA,NA,5140,4833,"Gangetic mystus",1,1,0,NA,38.8,40,"SL",NA,NA,10000,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Bagridae","Mystus","vittatus","Mystus vittatus","Y",NA,NA,5137,6028,"Striped dwarf catfish",1,1,0,NA,15.62,21,"SL",NA,NA,NA,"minor commercial",3.14,0.116,"Troph of juv./adults from 2 studies.",3.97,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"314","Cyprinidae","Labeo","bata","Labeo bata","Y",NA,NA,12075,4832,"Bata",1,0,0,NA,44.4,61,"TL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,32.1,1.5,NA,NA
"315","Bagridae","Mystus","tengara","Mystus tengara","Y",NA,NA,24731,4833,"Tengara catfish",1,0,0,NA,10,18,"TL",NA,NA,NA,NA,NA,NA,NA,3.2,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.933333333333333,NA,0.0577350269189626
"316","Cobitidae","Lepidocephalichthys","guntea","Lepidocephalichthys guntea","Y",NA,NA,5336,4832,"Guntea loach",1,1,0,NA,20.35,15,"TL",NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,0.71,NA,0.0894427190999916
"317","Rajidae","Raja","clavata","Raja clavata","Y",NA,NA,2059,27314,"Thornback ray",0,0,1,15,60.11,105,"TL",85,"TL",18000,"commercial",3.84,0.168,"Troph of adults from 9 studies.",4.15,0.95,"Trophic level estimated from a number of food items using a randomized resampling routine.",117.925,0.1397965,15.8799401762097,0.0491340809231016
"318","Sciaenidae","Johnius","belangerii","Johnius belangerii","Y",NA,NA,5520,2872,"Belanger's croaker",0,1,1,NA,20,30,"TL",20,"TL",NA,"minor commercial",NA,NA,NA,3.27,0.32,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"319","Platycephalidae","Platycephalus","indicus","Platycephalus indicus","Y","Y",NA,950,3397,"Bartail flathead",0,1,1,NA,34.37,100,"TL",60,"TL",3500,"commercial",3.6,0.58,"Troph of juv./adults from 1 study.",4.23,0.82,"Trophic level estimated from a number of food items using a randomized resampling routine.",54.205,0.4923,12.5655952239969,0.191039292060851
"320","Clupeidae","Alosa","fallax","Alosa fallax","Y",NA,NA,5355,188,"Twaite shad",1,1,1,25,49.56,60,"SL",40,"SL",1500,"minor commercial",4.03,0.358,"Troph of juv./adults from 3 studies.",3.58999991416931,0.5961,"Trophic level estimated from a number of food items using a randomized resampling routine.",52.2533333333333,0.361133333333333,10.1441655762362,0.113022037463412
"321","Belonidae","Belone","belone","Belone belone","Y",NA,NA,47,5505,"Garfish",0,1,1,NA,48.92,104,"TL",45,"SL",1418,"commercial",4.16,0.366,"Troph of adults from 3 studies.",4.5,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",59.7625,0.2905,4.74447310035583,0.150821086058946
"322","Soleidae","Dicologlossa","cuneata","Dicologlossa cuneata","Y",NA,NA,526,5304,"Wedge sole",0,1,1,NA,31.32,30,"SL",20,"TL",NA,"commercial",NA,NA,NA,3.32,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",27.36,0.2897,3.74942958624672,0.120384615111548
"323","Odacidae","Odax","pullus","Odax pullus","Y",NA,NA,12840,6185,"Butterfish",0,0,1,11,27.11,40,"SL",NA,NA,1500,"minor commercial",2.06,0.045,"Troph of adults from 3 studies.",2.73,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",50.1766666666667,0.419,3.65850151473706,0.163716217889371
"324","Hemiramphidae","Hyporhamphus","ihi","Hyporhamphus ihi","Y",NA,NA,13135,10988,NA,0,0,1,NA,21.72,26,"SL",22,"TL",NA,"minor commercial",3.2,0.26,"Troph of juv./adults from 1 study.",3.22,0.38,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"325","Polyprionidae","Polyprion","oxygeneios","Polyprion oxygeneios","Y",NA,NA,350,7300,"Hapuku wreckfish",0,0,1,60,59.4,160,"TL",100,"TL",1e+05,"commercial",NA,NA,NA,4.45,0.77,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.122342857142857,NA,0.0712204993229444
"326","Arripidae","Arripis","trutta","Arripis trutta","Y",NA,NA,5048,9701,"Australian salmon",0,1,1,26,37.42,89,"TL",47,"TL",9400,"commercial",4.07,0.62,"Troph of juv./adults from 1 study.",3.7,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",64.6223491666667,0.3788925,17.4173594569934,0.422738657868923
"327","Triakidae","Mustelus","lenticulatus","Mustelus lenticulatus","Y",NA,NA,5933,244,"Spotted estuary smooth-hound",0,0,1,NA,76.53,125,"TL",85,"TL",NA,"commercial",3.51,0.33,"Troph of juv./adults from 1 study.",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",114.425,0.2725,34.1817080712282,0.160286202358989
"328","Triakidae","Galeorhinus","galeus","Galeorhinus galeus","Y",NA,NA,4642,244,"Tope shark",0,0,1,55,75.77,193,"TL",160,"TL",44670,"highly commercial",4.34,0.12,"Troph of juv./adults from 41 studies.",4.3,0.78,"Trophic level estimated from a number of food items using a randomized resampling routine.",175.035712857143,0.124464285714286,15.8873844201712,0.0696120336319348
"329","Sparidae","Diplodus","sargus","Diplodus sargus","Y","Y",NA,1753,3397,"White seabream",0,1,1,10,56.85,45,"TL",22,"TL",1870,"minor commercial",3.38,0.088,"Troph of juv./adults from 4 studies.",3.24,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.175855555555556,NA,0.0694896595025316
"330","Mugilidae","Chelon","parsia","Chelon parsia","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Polynemidae","Eleutheronema","tetradactylum","Eleutheronema tetradactylum","Y",NA,NA,340,41639,"Fourfinger threadfin",1,1,1,NA,90,200,"TL",50,"TL",145000,"highly commercial",4.06,0.473,"Troph of juv./adults from 2 studies.",4.11,0.7,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"332","Hemiramphidae","Hyporhamphus","limbatus","Hyporhamphus limbatus","Y",NA,NA,8313,10943,"Congaturi halfbeak",1,1,1,NA,25,35,"TL",13,"SL",NA,"minor commercial",3.11,0.071,"Troph of juv./adults from 2 studies.",3.2,0.4,"Tentative trophic level derived from 1 + troph of a single food item",15.59,1.23,0.0707106781186558,0.197989898732233
"333","Sciaenidae","Sciaenops","ocellatus","Sciaenops ocellatus","Y","Y",NA,1191,7251,"Red drum",0,1,1,50,43.88,155,"TL",100,"TL",45000,"minor commercial",NA,NA,NA,3.74,0.57,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.3895625,NA,0.0767662849172734
"334","Centropomidae","Centropomus","parallelus","Centropomus parallelus","Y",NA,NA,1014,3713,"Fat snook",1,1,1,NA,48.8,72,"TL",25,"TL",5000,"minor commercial",NA,NA,NA,4.21,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"335","Sciaenidae","Macrodon","ancylodon","Macrodon ancylodon","Y",NA,NA,417,3702,"King weakfish",0,1,1,NA,37.21,53,"TL",35,"TL",109.599998474121,"minor commercial",NA,NA,NA,3.9,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",44.2512857142857,0.424285714285714,6.42352796922599,0.272510375512392
"336","Mugilidae","Mugil","liza","Mugil liza","Y",NA,NA,1090,7251,"Lebranche mullet",1,1,1,NA,37.24,80,"TL",40,"TL",9000,"commercial",NA,NA,NA,2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",78.6603916666667,0.2311,18.5926673254446,0.0719804140026994
"337","Pleuronectidae","Isopsetta","isolepis","Isopsetta isolepis","Y",NA,NA,4242,122998,"Butter sole",0,0,1,11,34.87,55,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,3.59,0.54,"Trophic level estimated from a number of food items using a randomized resampling routine.",40,0.31,2.82842712474619,0.0707106781186547
"338","Pleuronectidae","Parophrys","vetulus","Parophrys vetulus","Y","Y",NA,4248,122998,"English sole",0,0,1,22,43.49,49,"TL",33,"TL",1500,"commercial",NA,NA,NA,3.39,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",36.15,0.295,7.70746391493337,0.0735391052434009
"339","Merlucciidae","Merluccius","productus","Merluccius productus","Y",NA,NA,326,1371,"North Pacific hake",0,1,1,16,42.87,83,"TL",60,"TL",4200,"highly commercial",4.35,NA,"Troph of adults from 1 study.",3.98000001907349,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",81.2283333333333,0.29,25.6789099586931,0.110453610171873
"340","Nototheniidae","Pleuragramma","antarctica","Pleuragramma antarctica","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Nototheniidae","Trematomus","bernacchii","Trematomus bernacchii","Y","Y",NA,7053,5179,"Emerald rockcod",0,0,1,10,53.38,28,"TL",25,"TL",NA,"commercial",3.39,0.1,"Troph of juv./adults from 3 studies.",3.42000007629395,0.5036,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.307849090909091,NA,0.254553485006768
"342","Nototheniidae","Trematomus","eulepidotus","Trematomus eulepidotus","Y",NA,NA,7054,5179,"Blunt scalyhead",0,0,1,NA,51.56,34.5,"TL",NA,NA,NA,"commercial",3.35,0.103,"Troph of juv./adults from 10 studies.",3.29,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.135288,NA,0.0334964881741355
"343","Nototheniidae","Trematomus","hansoni","Trematomus hansoni","Y","Y",NA,7055,5179,"Striped rockcod",0,0,1,NA,55.05,45.5,"TL",25,"TL",NA,"commercial",NA,NA,NA,3.37,0.54,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.172133333333333,NA,0.0727842473799562
"344","Nototheniidae","Trematomus","lepidorhinus","Trematomus lepidorhinus","Y",NA,NA,7056,5179,"Slender scalyhead",0,0,1,NA,62.32,31,"TL",NA,NA,276.299987792969,"of no interest",3.81,0.24,"Troph of juv./adults from 4 studies.",3.3,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",26.15,0.13256,4.90076524636714,0.0370575336470197
"345","Nototheniidae","Trematomus","pennellii","Trematomus pennellii","Y","Y",NA,7060,5179,"Sharp-spined notothenia",0,0,1,NA,63.25,29.7000007629395,"TL",NA,NA,342,"of no interest",3.34,0.17,"Troph of juv./adults from 1 study.",3.46,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",28.93,0.10245,6.09411738208797,0.0491800433780478
"346","Bathylagidae","Bathylagus","antarcticus","Bathylagus antarcticus","Y",NA,NA,6960,5002,"Antarctic deepsea smelt",0,0,1,NA,13.18,19,"SL",NA,NA,NA,NA,NA,NA,NA,3.12,0.39,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
